campaña,franja,tasa_conversion
A,mañana,1.0062155426995536
A,mañana,1.890164056081244
A,mañana,2.178556285755873
A,mañana,2.738947022370758
A,mañana,1.7408648908631763
A,mañana,1.5957531985534061
A,mañana,1.7491214782077318
A,mañana,2.457701058851037
A,mañana,2.1643755548298422
A,mañana,1.7351198981164806
A,mañana,2.256633716556678
A,mañana,2.0485387746740202
A,mañana,2.4843224952664444
A,mañana,1.6489734530613238
A,mañana,1.8361689267011159
A,mañana,1.8039459234339212
A,mañana,1.2682425259339407
A,mañana,2.148060138532288
A,mañana,2.1305276360899446
A,mañana,2.0025567283212307
A,mañana,1.8827064333124266
A,mañana,1.2923146289747929
A,mañana,1.7896773386173206
A,mañana,1.8286427417366153
A,mañana,1.5988613653891905
A,mañana,1.9193571441669954
A,mañana,2.202025428407269
A,mañana,2.943092950605265
A,mañana,2.0872889064159197
A,mañana,2.1287751953613823
A,mañana,1.9627770421169164
A,mañana,1.0406143923504794
A,mañana,1.9867430622753917
A,mañana,2.030115104970513
A,mañana,3.231621056242643
A,mañana,1.9038195176094388
A,mañana,2.150773671166806
A,mañana,1.9826441151473784
A,mañana,1.4156609811902339
A,mañana,2.5714114072575103
A,mañana,2.375966516343387
A,mañana,2.3955159735215235
A,mañana,1.5453062726026305
A,mañana,2.7013971554680496
A,mañana,1.2990744686038596
A,mañana,2.293428546900135
A,mañana,3.095227812904989
A,mañana,1.5047318374346559
A,mañana,1.716851135198614
A,mañana,2.049825682543821
A,mañana,1.7482621729419003
A,mañana,1.2246682844669337
A,mañana,2.0342814874030135
A,mañana,1.4688481431369476
A,mañana,2.236796215317591
A,mañana,1.5402878828830984
A,mañana,2.77496720250877
A,mañana,1.6083733538318814
A,mañana,1.8389692418971622
A,mañana,2.406758608684835
A,mañana,1.3845678417830225
A,mañana,2.113729967302065
A,mañana,2.653571377141214
A,mañana,1.1962583827193862
A,mañana,2.0923169292661523
A,mañana,2.129941397124212
A,mañana,2.390911435888655
A,mañana,1.381524644560959
A,mañana,1.3397716934578618
A,mañana,2.2609707828084487
A,mañana,2.148492336616593
A,mañana,2.1252464251729384
A,mañana,2.173224104748488
A,mañana,1.6599876392107547
A,mañana,2.116126848580502
A,mañana,2.146536236649341
A,mañana,1.642824290986816
A,mañana,2.9328872555723784
A,mañana,2.2369164604558938
A,mañana,1.4043482513986758
A,mañana,2.328276804316915
A,mañana,1.5126591648863392
A,mañana,2.393542301871226
A,mañana,2.579297789503702
A,mañana,1.5896588408241448
A,mañana,2.481688064622161
A,mañana,2.206390463468249
A,mañana,2.411030079997245
A,mañana,2.9483964913269736
A,mañana,1.8773059419985647
A,mañana,1.6231319178212553
A,mañana,1.5552427851872384
A,mañana,1.5920948575172809
A,mañana,1.961449145292948
A,mañana,2.170575987408322
A,mañana,2.1383453996650097
A,mañana,2.413591624518012
A,mañana,2.0065009459389533
A,mañana,2.726767038578658
A,mañana,1.867671583381022
A,mañana,3.3600845832948094
A,mañana,2.312833673882503
A,mañana,1.5714212217918586
A,mañana,1.464553750969444
A,mañana,2.2412362076215926
A,mañana,1.8882686073370745
A,mañana,2.357000247046046
A,mañana,2.2366188122867725
A,mañana,1.9635855436715637
A,mañana,1.5766031409657975
A,mañana,1.2425763876570677
A,mañana,1.7767425239664894
A,mañana,2.428199397161736
A,mañana,2.107046872065102
A,mañana,1.377130610644006
A,mañana,2.086590462925591
A,mañana,2.1926586898644183
A,mañana,1.5580712818994336
A,mañana,2.076862552972764
A,mañana,2.029104359223
A,mañana,1.4285148510846883
A,mañana,2.1788936801741414
A,mañana,2.280392263184117
A,mañana,2.5415256215876383
A,mañana,2.5269010260174514
A,mañana,1.3111653160214545
A,mañana,1.5310874800424386
A,mañana,2.25751763360433
A,mañana,2.2568929754561045
A,mañana,2.257523843153024
A,mañana,3.9263657453273604
A,mañana,2.2854452553465836
A,mañana,2.5677828200902995
A,mañana,2.4770008817466014
A,mañana,2.325695625652899
A,mañana,1.8423653776798272
A,mañana,2.379484610246634
A,mañana,1.613587392731214
A,mañana,1.8815906966299956
A,mañana,1.7573182260854483
A,mañana,2.0409370696931615
A,mañana,3.1573292833367543
A,mañana,1.066367403704126
A,mañana,2.3431300951872567
A,mañana,1.1936420644051742
A,mañana,1.7640340671052832
A,mañana,2.544475298483683
A,mañana,2.0321400095477316
A,mañana,1.461127611035347
A,mañana,1.642348145370016
A,mañana,2.3397988744673377
A,mañana,1.6348166841414318
A,mañana,2.1082292947909873
A,mañana,2.022785919951907
A,mañana,1.6741998261970914
A,mañana,3.0719720446626626
A,mañana,2.3169595111590056
A,mañana,0.9874287066711964
A,mañana,2.093227157384714
A,mañana,1.669106767615806
A,mañana,2.426216667398112
A,mañana,1.6037396307836498
A,mañana,1.9426317792665504
A,mañana,2.2524936394902286
A,mañana,2.432877597085061
A,mañana,1.3998517964721118
A,mañana,1.8327493820795258
A,mañana,1.762527344419522
A,mañana,1.6733353837131442
A,mañana,2.882727120140548
A,mañana,2.2024908554804776
A,mañana,1.3695580228324773
A,mañana,2.458930973527388
A,mañana,3.0610780985063166
A,mañana,2.5162326302755735
A,mañana,1.2403150170229933
A,mañana,1.7578829635668742
A,mañana,2.6334555745933113
A,mañana,1.6461652671906095
A,mañana,2.221909714073114
A,mañana,2.387317026714668
A,mañana,1.5365347642109586
A,mañana,1.9702373219691
A,mañana,0.3793663299654637
A,mañana,1.4878061793328552
A,mañana,1.8737159243034198
A,mañana,1.3761084090175753
A,mañana,2.8162056519658174
A,mañana,1.2849293110196838
A,mañana,1.779977756651508
A,mañana,2.0653702886430456
A,mañana,2.720636644533058
A,mañana,1.2820689244102803
A,mañana,2.58158187607748
A,mañana,2.0051165305097935
A,mañana,1.5092456744760245
A,mañana,2.231051737131635
A,mañana,2.099529847786735
A,mañana,1.6998915614206027
A,mañana,2.0349010424950094
A,mañana,1.80734320156912
A,mañana,2.056758672625624
A,mañana,2.3310653372605232
A,mañana,2.793008408072676
A,mañana,1.3810922505865755
A,mañana,3.066516687328133
A,mañana,1.023956100238749
A,mañana,1.9241074524822084
A,mañana,2.2941586032422885
A,mañana,2.1404959338675162
A,mañana,1.6886502400897032
A,mañana,1.8959388748213624
A,mañana,1.7534995326705836
A,mañana,1.7053176215278942
A,mañana,2.4248010485105125
A,mañana,2.1785077429825237
A,mañana,1.6535452023696728
A,mañana,2.4497999377166253
A,mañana,2.1536497604383045
A,mañana,2.40643105941948
A,mañana,2.314814420961806
A,mañana,1.585502494538964
A,mañana,1.7199094799015153
A,mañana,2.373646802561631
A,mañana,2.3051851327167325
A,mañana,1.989549203017926
A,mañana,2.058663691654391
A,mañana,2.6388324478942122
A,mañana,1.704214305582085
A,mañana,2.273548690585019
A,mañana,1.898903673783053
A,mañana,1.89115939838639
A,mañana,2.549388425993595
A,mañana,2.412708174494015
A,mañana,2.4067548180003193
A,mañana,2.6527394035771645
A,mañana,2.0105019208163797
A,mañana,2.3409764856474817
A,mañana,1.844866621703272
A,mañana,2.162083176244221
A,mañana,1.9349284728161578
A,mañana,2.048497982496359
A,mañana,2.2975785127184567
A,mañana,1.5908896583832637
A,mañana,3.0461936378427303
A,mañana,1.496991309250149
A,mañana,1.392905693606134
A,mañana,2.579055436750034
A,mañana,2.395831346981468
A,mañana,2.3120599085260776
A,mañana,2.31417275463214
A,mañana,1.9938766135765427
A,mañana,1.5513728142570842
A,mañana,2.0379022790968633
A,mañana,1.661419144243944
A,mañana,2.4875598667088754
A,mañana,1.9264713092489307
A,mañana,1.5872514016037442
A,mañana,1.8393070791735033
A,mañana,2.2064657271378123
A,mañana,1.7181377235980126
A,mañana,1.5888898022167843
A,mañana,2.121843605745956
A,mañana,2.1224832855543614
A,mañana,1.7465284123144351
A,mañana,1.7644808471908386
A,mañana,2.116024968678818
A,mañana,1.2759578292513378
A,mañana,1.2962681128117224
A,mañana,1.640777889373782
A,mañana,1.8932764241440765
A,mañana,2.155453782799002
A,mañana,2.737678108474776
A,mañana,2.42882981160101
A,mañana,1.9200307350182864
A,mañana,1.9904918960486555
A,mañana,1.4987353176810956
A,mañana,1.990743432003805
A,mañana,1.8556706805399308
A,mañana,2.161359280169045
A,mañana,1.5863845282238385
A,mañana,2.259673257120586
A,mañana,2.766369456501289
A,mañana,1.9456199257715712
A,mañana,2.2008558610494706
A,mañana,2.345071995855556
A,mañana,1.799389764057082
A,mañana,2.1120462409052085
A,mañana,2.0062962003908975
A,mañana,2.048838049274416
A,mañana,1.6134951080722668
A,mañana,2.0122550871294713
A,mañana,2.248999145622725
A,mañana,2.725571803897521
A,mañana,2.4796354130426033
A,mañana,3.0765912287557784
A,mañana,1.6163262185559752
A,mañana,2.436160318360339
A,mañana,2.091671002869176
A,mañana,3.094901466608836
A,mañana,1.5958508573224242
A,mañana,1.580139078909612
A,mañana,1.700303677277989
A,mañana,0.9380521378450966
A,mañana,1.7371224891596195
A,mañana,1.620433669223151
A,mañana,2.075196893238104
A,mañana,2.1708779878885798
A,mañana,2.938085419607943
A,mañana,2.475211919093025
A,mañana,1.7115481721687984
A,mañana,1.550792664325821
A,mañana,2.245959585753253
A,mañana,1.3398833964896788
A,mañana,2.915729382927177
A,mañana,2.5897200603606434
A,mañana,1.7654121739476476
A,mañana,1.1434327354545613
A,mañana,2.676936187082706
A,mañana,1.942730077373691
A,mañana,2.618908155986731
A,mañana,1.2027861706028165
A,mañana,1.7003124885231136
A,mañana,2.0026218498590915
A,mañana,2.023490296882371
A,mañana,1.7749672642603782
A,mañana,2.3114249661737496
A,mañana,1.466189785308703
A,mañana,1.9288102574893533
A,mañana,2.0601478158559496
A,mañana,2.2572194170293747
A,mañana,2.355807439044445
A,mañana,1.4376789540810653
A,mañana,1.2329429146321889
A,mañana,2.6388384109492544
A,mañana,2.166157005989796
A,mañana,1.6257567317217232
A,mañana,2.7755759877612616
A,mañana,2.0578373171464293
A,mañana,2.589648592031913
A,mañana,2.0337592407050544
A,mañana,3.0303739624409936
A,mañana,2.877670421221602
A,mañana,1.8755179257604633
A,mañana,2.4857854754771775
A,mañana,2.322687974792574
A,mañana,2.6843157787661744
A,mañana,1.5175382697099478
A,mañana,2.3430257299992197
A,mañana,2.529212243424794
A,mañana,1.1206302567884427
A,mañana,1.4083707436671125
A,mañana,0.9803839111199497
A,mañana,1.865296582777721
A,mañana,2.358771127897981
A,mañana,2.751178526048014
A,mañana,2.037047390209888
A,mañana,2.814307772785646
A,mañana,1.3099492708925542
A,mañana,1.1483087803224228
A,mañana,1.9722261505516907
A,mañana,2.192032724469654
A,mañana,1.9836526259529534
A,mañana,0.9662789499800617
A,mañana,1.9554399802436058
A,mañana,1.3477652497475734
A,mañana,2.3348362744150193
A,mañana,2.183299123048424
A,mañana,1.5300601068363224
A,mañana,1.7430665413316533
A,mañana,1.4703932390555243
A,mañana,1.968660451363414
A,mañana,2.477571160250619
A,mañana,1.507136976832228
A,mañana,2.252023257758922
A,mañana,1.7348711908137795
A,mañana,1.6035635838688278
A,mañana,1.9464848200227212
A,mañana,1.482378838790313
A,mañana,1.7231753473264089
A,mañana,1.4010610537055759
A,mañana,2.9823625664581948
A,mañana,2.017631775985864
A,mañana,1.6501372460037071
A,mañana,2.106989955367111
A,mañana,1.943835975154585
A,mañana,1.8895152002333886
A,mañana,2.3070833500217125
A,mañana,2.3787538550236524
A,mañana,1.7347494261947363
A,mañana,1.71209087967766
A,mañana,1.862474151424178
A,mañana,0.8490394176322076
A,mañana,1.2424044689007239
A,mañana,2.6834371337222622
A,mañana,2.822483856750642
A,mañana,1.8754819802218108
A,mañana,2.2882784815278834
A,mañana,2.155625077271768
A,mañana,3.539440404227619
A,mañana,2.5597874557172884
A,mañana,1.9360412042596167
A,mañana,1.5222297796997872
A,mañana,1.1967768398712137
A,mañana,2.1017318179336115
A,mañana,1.6218246273578483
A,mañana,1.2888731452011628
A,mañana,1.6767135578787367
A,mañana,1.4592259981928026
A,mañana,2.8435708175362824
A,mañana,2.4408198784747253
A,mañana,1.9960136793416914
A,mañana,2.739972069445013
A,mañana,2.038684153823809
A,mañana,1.5693578993358681
A,mañana,2.7615620386348287
A,mañana,2.2694550218423295
A,mañana,1.481376922836772
A,mañana,1.904830660958196
A,mañana,1.5621908733076215
A,mañana,1.308600134517832
A,mañana,2.4630887737658207
A,mañana,2.9547083202350652
A,mañana,1.3007162130904293
A,mañana,2.2814846183452855
A,mañana,1.6746787154390865
A,mañana,1.7564373081176519
A,mañana,1.7038030378805655
A,mañana,1.568004615160092
A,mañana,2.0242608139724134
A,mañana,1.5845249417944811
A,mañana,2.1352284128899193
A,mañana,1.9748809452754315
A,mañana,1.8805259765667952
A,mañana,1.546218168979201
A,mañana,1.7116143347158337
A,mañana,2.377695612912878
A,mañana,2.2504585938121906
A,mañana,1.5112223776007245
A,mañana,2.0496661527146127
A,mañana,2.3756935616858943
A,mañana,1.1652973594393141
A,mañana,2.2716800961899675
A,mañana,1.6686881205270767
A,mañana,2.2852993342965795
A,mañana,1.6183704217287416
A,mañana,1.0975589496677405
A,mañana,1.1862287810584187
A,mañana,2.024042473330691
A,mañana,2.129861250860741
A,mañana,1.5478416874477956
A,mañana,2.319296229388687
A,mañana,1.16923996886552
A,mañana,1.9669601006763417
A,mañana,1.3944919001187717
A,mañana,1.6740819460989205
A,mañana,2.023699335658207
A,mañana,1.5697933173580239
A,mañana,1.8077222278850873
A,mañana,2.5031464046072203
A,mañana,1.7115540652384256
A,mañana,2.417846056032571
A,mañana,1.435146572671191
A,mañana,2.2649020889576414
A,mañana,2.72078431032895
A,mañana,0.7641777499363553
A,mañana,1.6015523722647615
A,mañana,2.28853606359027
A,mañana,1.8984773069785037
A,mañana,2.1855729366856544
A,mañana,1.6980074066420898
A,mañana,2.04329489373645
A,mañana,1.9221613823039603
A,mañana,2.5838910308299035
A,mañana,2.1272104216506067
A,mañana,2.168801331037601
A,mañana,1.7940615169387664
A,mañana,1.7561968879637533
A,mañana,1.7837209060901895
A,mañana,2.1972260711891485
A,mañana,1.7895077595898685
A,mañana,2.1448874284482065
A,mañana,3.0377003993227194
A,mañana,2.4355623517158462
A,mañana,1.8369882339160795
A,mañana,2.600606961081972
A,mañana,1.7959623134892242
A,mañana,0.9809377324110731
A,mañana,1.4959568445412978
A,mañana,1.0646040394870722
A,mañana,1.8242432579793457
A,mañana,2.0092091895947757
A,mañana,2.8382186561376415
A,mañana,2.163463686882081
A,mañana,1.8904497355955678
A,mañana,2.4147027905917446
A,mañana,0.8944323454960574
A,mañana,2.117807279054283
A,mañana,2.3854325969434833
A,mañana,1.2607068771100791
A,mañana,2.5718770216034645
A,mañana,2.169248203747207
A,mañana,1.7923560430495993
A,mañana,2.3163909330531425
A,mañana,3.135346428902198
A,mañana,2.0909331275292478
A,mañana,2.124110293150168
A,mañana,1.7703195502298779
A,mañana,1.5750778152676042
A,mañana,2.4151679082721227
A,mañana,1.5719580870455663
A,mañana,2.035783118609696
A,mañana,1.7611712766174417
A,mañana,2.239489912873196
A,mañana,2.166831052643474
A,mañana,2.5187699721289496
A,mañana,1.7449918005726266
A,mañana,1.8650625323533143
A,mañana,1.5106181421088463
A,mañana,1.777853369961944
A,mañana,2.188650246522426
A,mañana,2.3784943083226757
A,mañana,1.5389173379111873
A,mañana,2.43480296005283
A,mañana,2.6778189294024752
A,mañana,2.2067174516118504
A,mañana,2.938397906279033
A,mañana,1.6131054004482135
A,mañana,1.3776726483442916
A,mañana,1.1106398755478608
A,mañana,2.7480221557445916
A,mañana,2.327182828177029
A,mañana,1.9722076645447724
A,mañana,2.13998431315991
A,mañana,1.4372554763508116
A,mañana,3.222875989808413
A,mañana,2.0646105909876136
A,mañana,2.0546973973024465
A,mañana,2.362883311949346
A,mañana,2.240504615868357
A,mañana,2.111942012139566
A,mañana,1.604762772277344
A,mañana,2.235734178567998
A,mañana,2.941012248237517
A,mañana,2.6727100230774887
A,mañana,2.7965933133196987
A,mañana,1.7443921617844074
A,mañana,1.5051975898707095
A,mañana,1.937106539950176
A,mañana,2.0278624561443475
A,mañana,2.547095759235474
A,mañana,1.1537676851425904
A,mañana,2.764775159730307
A,mañana,1.9209960507105053
A,mañana,1.78655946502629
A,mañana,1.4939478123699161
A,mañana,1.1725716640671153
A,mañana,2.4115852919809573
A,mañana,2.0366589835942017
A,mañana,1.355019550129473
A,mañana,1.352460613968192
A,mañana,1.8321076503549358
A,mañana,2.8345107626446966
A,mañana,1.8702043243181976
A,mañana,1.248428523440947
A,mañana,1.877128467957028
A,mañana,1.8636382151261648
A,mañana,0.6515566785292142
A,mañana,1.9728525667410939
A,mañana,1.884532734895661
A,mañana,2.3481031824067093
A,mañana,2.9244780474726726
A,mañana,2.5632825147738787
A,mañana,1.8655556547225847
A,mañana,1.4467370456291648
A,mañana,3.28667990162493
A,mañana,2.029609217007244
A,mañana,2.006964645956473
A,mañana,1.9879374564449983
A,mañana,2.0990423803839273
A,mañana,1.9278197940380288
A,mañana,1.7131689965598818
A,mañana,1.726570529379804
A,mañana,1.9836233648920008
A,mañana,1.7282876144331176
A,mañana,1.6435771086614177
A,mañana,2.0532151138459485
A,mañana,1.8725113912895723
A,mañana,2.7519964942913444
A,mañana,0.674515095803494
A,mañana,2.545753425961231
A,mañana,2.6230425962488146
A,mañana,0.9633048837959253
A,mañana,1.8286562029598257
A,mañana,1.8142795670021044
A,mañana,1.2962441526410893
A,mañana,1.6110916562045623
A,mañana,1.4447120772670856
A,mañana,2.8761352217118112
A,mañana,2.4678391965737307
A,mañana,2.6357775474970793
A,mañana,2.3608360320216177
A,mañana,1.4354741143913854
A,mañana,1.7377398668601132
A,mañana,2.244687280613959
A,mañana,1.3889360955540273
A,mañana,2.356499215086194
A,mañana,1.8798373009209324
A,mañana,1.8125895962252012
A,mañana,2.3554799841017457
A,mañana,2.22213165574302
A,mañana,1.8195169170904602
A,mañana,2.579664901682124
A,mañana,1.4594683362000513
A,mañana,2.307967803472132
A,mañana,2.2965506289841917
A,mañana,1.845226780343005
A,mañana,2.163066511121059
A,mañana,1.3744432118073484
A,mañana,2.4620135096034503
A,mañana,1.9075489317785055
A,mañana,1.7386384897404803
A,mañana,2.5245046129184447
A,mañana,1.6478281547286204
A,mañana,1.2957693518182203
A,mañana,1.2216854132380481
A,mañana,2.30300497567282
A,mañana,1.3597853237518585
A,mañana,2.8773970909921824
A,mañana,0.959035296058139
A,mañana,2.848228184145019
A,mañana,2.1055087336013094
A,mañana,1.9516434440648038
A,mañana,1.7275404565955252
A,mañana,2.1995680571760357
A,mañana,1.9811826487875759
A,mañana,2.5516509410082606
A,mañana,2.0571138243310196
A,mañana,2.0751508807309387
A,mañana,1.818193893893072
A,mañana,1.9715271881394663
A,mañana,2.1539008844460295
A,mañana,1.144915803671687
A,mañana,1.3259072889471435
A,mañana,2.3716320470113574
A,mañana,2.085432719063971
A,mañana,1.9080083318236605
A,mañana,2.0092169665326964
A,mañana,2.1737908526808356
A,mañana,1.7301201598453193
A,mañana,1.6108476372988436
A,mañana,2.097922627548841
A,mañana,1.510813611192484
A,mañana,2.2041263778572358
A,mañana,1.1487081978810798
A,mañana,2.514577818662822
A,mañana,2.2362987412065216
A,mañana,2.1280148671569377
A,mañana,2.491345491972757
A,mañana,2.8327372222312883
A,mañana,2.5071850325090654
A,mañana,1.0795628843341774
A,mañana,1.3602115166321491
A,mañana,1.6875907111521606
A,mañana,2.013045525105417
A,mañana,2.2588295102345617
A,mañana,1.6371280934232673
A,mañana,2.0933833822385393
A,mañana,1.6223085338233387
A,mañana,1.694241098504026
A,mañana,1.2966694515758888
A,mañana,1.5383833769445479
A,mañana,1.3241576971918332
A,mañana,1.5120633735113336
A,mañana,2.52682089830392
A,mañana,1.5253005555840284
A,mañana,3.316191032418695
A,mañana,2.2466589504404446
A,mañana,2.092418061847437
A,mañana,1.5708211099093932
A,mañana,2.350154939704496
A,mañana,1.7121810868811131
A,mañana,2.0610049073226806
A,mañana,3.2800422691343973
A,mañana,1.951970050137675
A,mañana,2.574636663142838
A,mañana,1.6484117874370563
A,mañana,1.9825057547515192
A,mañana,2.885400317817755
A,mañana,1.6865164711061162
A,mañana,2.9062242789984642
A,mañana,2.353875967727738
A,mañana,1.7187666120528662
A,mañana,2.3162038695277607
A,mañana,2.486277224813365
A,mañana,2.310904981108598
A,mañana,1.214887640054772
A,mañana,1.6364314120875658
A,mañana,1.8762406822242477
A,mañana,1.962783285449977
A,mañana,2.310336048775339
A,mañana,2.088850500466627
A,mañana,1.3323278206449494
A,mañana,2.1900989255029817
A,mañana,2.3052928726419117
A,mañana,2.2798952239655197
A,mañana,2.540390362777311
A,mañana,2.416961077274452
A,mañana,2.2295900396142185
A,mañana,1.9649171442706765
A,mañana,1.1695195332420043
A,mañana,2.2148091095662927
A,mañana,2.1038438435815556
A,mañana,2.1357894185976867
A,mañana,1.3616257120898454
A,mañana,1.4594717297958688
A,mañana,2.526576426666452
A,mañana,1.9802224230716725
A,mañana,2.340750348686312
A,mañana,2.0141591880652308
A,mañana,2.0148780697478728
A,tarde,2.4691419029879986
A,tarde,1.741977635891313
A,tarde,2.0480603884704918
A,tarde,1.7688623556474787
A,tarde,1.7827518862838423
A,tarde,1.8454139382656802
A,tarde,2.1110668858168564
A,tarde,1.7606256891682612
A,tarde,2.6278780627867606
A,tarde,1.552696348890248
A,tarde,1.9065641779193205
A,tarde,1.7801344708629125
A,tarde,2.7234889421768664
A,tarde,2.0982773882557875
A,tarde,2.5159222697343173
A,tarde,1.257219813481514
A,tarde,2.133525132934629
A,tarde,2.4448153978117184
A,tarde,2.0411419946377123
A,tarde,2.5327401875326756
A,tarde,1.7413557749498139
A,tarde,2.70467372009279
A,tarde,3.149449061809625
A,tarde,1.8185807197801704
A,tarde,1.7772487392996141
A,tarde,2.7266922385588503
A,tarde,2.7897860728653563
A,tarde,1.738569986423366
A,tarde,1.7899065914520713
A,tarde,1.8591076955697463
A,tarde,1.3277747444828614
A,tarde,1.5406740267579009
A,tarde,1.4979296166239662
A,tarde,1.6161012174479357
A,tarde,1.9826575563066093
A,tarde,2.1171073662682605
A,tarde,2.7752502464070385
A,tarde,1.5008229796306045
A,tarde,2.492161199238292
A,tarde,1.8930055778872454
A,tarde,1.9752681451737835
A,tarde,2.337409746083302
A,tarde,1.4386389892188507
A,tarde,2.1912048730920253
A,tarde,2.083226104106528
A,tarde,2.2462256320040748
A,tarde,2.144584321953909
A,tarde,3.2276500699554473
A,tarde,1.681130007874342
A,tarde,1.7345015224990912
A,tarde,1.6884297367876178
A,tarde,1.7222614404198726
A,tarde,1.6813064363467412
A,tarde,2.5945082655537757
A,tarde,2.7102521239949273
A,tarde,1.714626853125262
A,tarde,1.5838222134478857
A,tarde,2.235707778193202
A,tarde,1.7238884778595143
A,tarde,2.3164659088777553
A,tarde,2.1014615104256498
A,tarde,1.242127942501384
A,tarde,2.7737526006650306
A,tarde,2.8979388365477607
A,tarde,1.6936056547578069
A,tarde,1.806149220032008
A,tarde,2.1429326953624526
A,tarde,2.1672283949935123
A,tarde,2.329272136336415
A,tarde,3.005102269383175
A,tarde,1.9115263862529752
A,tarde,1.6008513777307731
A,tarde,1.3103403859927365
A,tarde,1.6345349800290405
A,tarde,1.9834365135631014
A,tarde,2.897278931758894
A,tarde,1.7411943504819143
A,tarde,2.111893975819449
A,tarde,1.991788551963624
A,tarde,2.594196636724042
A,tarde,3.2634662129368106
A,tarde,1.7345656135398397
A,tarde,1.755280278740889
A,tarde,2.522080438534536
A,tarde,2.3409457448131556
A,tarde,2.923353662868017
A,tarde,2.291964092662982
A,tarde,1.8203539546064702
A,tarde,2.2953274153461547
A,tarde,2.554351790291454
A,tarde,2.410241090598682
A,tarde,2.253637015553649
A,tarde,2.533337344794577
A,tarde,2.5846477952228364
A,tarde,2.6910794955187636
A,tarde,2.3243549437948214
A,tarde,1.9164409598415728
A,tarde,2.0733568432166614
A,tarde,2.6032544832541786
A,tarde,1.591532164506382
A,tarde,2.1843366544364504
A,tarde,1.8033305938363196
A,tarde,2.014372411467409
A,tarde,2.6392259313036495
A,tarde,2.0955495340099515
A,tarde,2.0232182740780744
A,tarde,1.3200719295100405
A,tarde,2.3731267830136105
A,tarde,2.3227420905705376
A,tarde,3.08162736165273
A,tarde,1.8461108825234995
A,tarde,2.1095751638319693
A,tarde,2.1246918418553777
A,tarde,2.7887266398817374
A,tarde,1.952352233806524
A,tarde,2.1395107628851697
A,tarde,2.3039482548582697
A,tarde,2.093304561578179
A,tarde,1.776783192724736
A,tarde,2.0970449964491538
A,tarde,2.536815874929886
A,tarde,1.4867423502944699
A,tarde,2.066484837073438
A,tarde,1.6499395925304134
A,tarde,2.5975233144624212
A,tarde,1.2384065476081125
A,tarde,1.7205390763642059
A,tarde,2.1886059375322606
A,tarde,2.78276201461717
A,tarde,1.9671248694635062
A,tarde,1.7224002366534008
A,tarde,2.940578534720295
A,tarde,1.2759930497918779
A,tarde,0.900597021689959
A,tarde,2.220007225026666
A,tarde,1.7489728878236943
A,tarde,1.4893835914346434
A,tarde,2.3541782236496767
A,tarde,2.1219003568855994
A,tarde,1.7179606846316358
A,tarde,1.3598478006645527
A,tarde,2.4362286641400726
A,tarde,2.3251005889793306
A,tarde,1.9504120681103085
A,tarde,2.923318498023833
A,tarde,1.4649576168369238
A,tarde,1.2372374145376306
A,tarde,1.6540459650593777
A,tarde,1.977206991822251
A,tarde,2.121669724661346
A,tarde,1.8793819710718351
A,tarde,2.1760276982571485
A,tarde,1.374230287904778
