Grupo,Valor
Grupo 1,3.6522409388575534
Grupo 1,3.729515001514266
Grupo 1,5.969396708158011
Grupo 1,3.82687659488584
Grupo 1,6.943621185649293
Grupo 1,4.586381019240252
Grupo 1,4.2525451885592425
Grupo 1,6.922942026480385
Grupo 1,6.480514791434424
Grupo 1,6.86755896042657
Grupo 1,5.906044658275385
Grupo 1,4.138774314945297
Grupo 1,6.910064953099034
Grupo 1,4.73199662904862
Grupo 1,5.802456395796395
Grupo 1,5.947251967773748
Grupo 1,4.8449899069091655
Grupo 1,5.61407937034608
Grupo 1,5.922206671566527
Grupo 1,5.376425531155629
Grupo 1,3.9005992094158053
Grupo 1,5.298238174206056
Grupo 1,6.3263858966870306
Grupo 1,4.305432140268635
Grupo 1,4.85036545967233
Grupo 1,4.564846448278362
Grupo 1,6.849263728479341
Grupo 1,5.672294757012436
Grupo 1,5.407461836241111
Grupo 1,4.230083925554684
Grupo 1,5.539249191291817
Grupo 1,4.325667339342624
Grupo 1,5.031830558274351
Grupo 1,4.364153921621119
Grupo 1,5.6764332949464995
Grupo 1,5.5765908166149405
Grupo 1,4.791701244422005
Grupo 1,5.396006712661645
Grupo 1,3.906938491269494
Grupo 1,3.5087424072943945
Grupo 1,5.439391701264537
Grupo 1,5.166673495372529
Grupo 1,5.635031436892106
Grupo 1,7.383144774863942
Grupo 1,5.944479486990414
Grupo 1,4.087177774555841
Grupo 1,6.1170162880958525
Grupo 1,3.684092589488479
Grupo 1,4.538415395185291
Grupo 1,4.931758394675369
Grupo 1,6.713342721649367
Grupo 1,4.25524517795156
Grupo 1,4.173561461340985
Grupo 1,4.901547475574568
Grupo 1,4.336521713637893
Grupo 1,6.126635922106507
Grupo 1,3.9200684916365764
Grupo 1,3.8525313475888976
Grupo 1,4.562179955255566
Grupo 1,4.501967549307695
Grupo 1,6.929532053816986
Grupo 1,5.949420806925761
Grupo 1,5.087551241385191
Grupo 1,3.774564481169832
Grupo 1,5.8443629764015474
Grupo 1,3.999784652610435
Grupo 1,3.4552289032223884
Grupo 1,6.188029792352301
Grupo 1,5.3169426119248495
Grupo 1,5.920858823780819
Grupo 1,5.318727652943021
Grupo 1,5.856830611902691
Grupo 1,4.3489744066998535
Grupo 1,3.9657571582155353
Grupo 1,5.681594518281627
Grupo 1,4.1965903358261585
Grupo 1,4.310450222249799
Grupo 1,4.544467496482657
Grupo 1,5.017479159025057
Grupo 1,4.646006088746516
Grupo 1,3.625048706581981
Grupo 1,4.356381597167109
Grupo 1,2.7765968477755734
Grupo 1,5.6252314510271875
Grupo 1,3.397942344393252
Grupo 1,3.8956166605715494
Grupo 1,5.052165079260974
Grupo 1,4.260437003608686
Grupo 1,6.543014595406736
Grupo 1,3.7071430902765514
Grupo 1,5.267050869349183
Grupo 1,4.960717181772504
Grupo 1,3.8319065022588026
Grupo 1,5.523276660531754
Grupo 1,4.828453668777752
Grupo 1,5.771790551213668
Grupo 1,5.823504153963731
Grupo 1,7.16323594928069
Grupo 1,6.336527949436392
Grupo 1,4.630818162057556
Grupo 1,4.760620822424074
Grupo 1,6.099659595887113
Grupo 1,5.655263730722598
Grupo 1,5.640131526097592
Grupo 1,3.383043955689166
Grupo 1,4.975673875601064
Grupo 1,4.261969090794311
Grupo 1,5.279924599043238
Grupo 1,4.901849610357042
Grupo 1,5.9101789080925915
Grupo 1,5.317218215191302
Grupo 1,5.7863279621089765
Grupo 1,4.533580903264057
Grupo 1,4.05555374408175
Grupo 1,4.589950306797451
Grupo 1,4.982979586138559
Grupo 1,5.379151735555082
Grupo 1,7.259308950690852
Grupo 1,4.9577428483393575
Grupo 1,4.044054999507223
Grupo 1,4.654018224300613
Grupo 1,4.536404025353906
Grupo 1,5.481481473773462
Grupo 1,3.4592029855553754
Grupo 1,5.063261994200332
Grupo 1,5.156506537965376
Grupo 1,5.232181036200275
Grupo 1,4.4026839310346375
Grupo 1,4.762078270263993
Grupo 1,3.575939091017468
Grupo 1,4.506680116637806
Grupo 1,4.457138523983282
Grupo 1,5.416050046261425
Grupo 1,3.8438175681780873
Grupo 1,5.781198101709993
Grupo 1,6.494484544491369
Grupo 1,2.9300149749864675
Grupo 1,5.426258730778101
Grupo 1,5.676908035030245
Grupo 1,4.362562974447771
Grupo 1,4.602728185671202
Grupo 1,4.867119422413045
Grupo 1,4.702209120598272
Grupo 1,4.690987030952877
Grupo 1,3.3239961936700233
Grupo 1,6.15233156478312
Grupo 1,6.079618592036821
Grupo 1,4.186635740795797
Grupo 1,3.533575672197486
Grupo 1,5.521064876452758
Grupo 1,4.424212030186934
Grupo 1,5.14195316332078
Grupo 1,4.680671582854905
Grupo 1,5.691538751070187
Grupo 1,5.694749143656006
Grupo 1,4.2744026215364155
Grupo 1,3.6166360446049444
Grupo 1,3.4170616026649183
Grupo 1,5.610379379107205
Grupo 1,3.8111407422159713
Grupo 1,4.493183645701312
Grupo 1,4.403685961549492
Grupo 1,4.9474327037304535
Grupo 1,3.0637201941534933
Grupo 1,5.188778596793829
Grupo 1,5.523891023834206
Grupo 1,5.088422087044662
Grupo 1,4.689113828301529
Grupo 1,5.097400166268783
Grupo 1,5.39904634564013
Grupo 1,2.22740724357335
Grupo 1,6.955912308250694
Grupo 1,5.390093322687926
Grupo 1,4.34759141761298
Grupo 1,4.6090466248123985
Grupo 1,5.493741777349189
Grupo 1,4.8838960609656334
Grupo 1,2.9693155322185056
Grupo 1,7.064492861359319
Grupo 1,4.889459342767528
Grupo 1,6.0201727117158
Grupo 1,4.307950152215609
Grupo 1,6.536377054245798
Grupo 1,5.28634368889228
Grupo 1,5.608843834475451
Grupo 1,3.9547466338530453
Grupo 1,6.211145289682701
Grupo 1,5.689818164534788
Grupo 1,6.301846229564998
Grupo 1,4.371912440358421
Grupo 1,4.518972881539212
Grupo 1,7.303916697683942
Grupo 1,3.9399841772784527
Grupo 1,4.864050299321679
Grupo 1,6.136891362602695
Grupo 1,5.097724967714855
Grupo 1,5.5829536797532935
Grupo 1,4.600550970737125
Grupo 1,5.370055887847519
Grupo 2,3.43216777791762
Grupo 2,6.989756815541826
Grupo 2,4.858203145845716
Grupo 2,4.18378615520378
Grupo 2,5.7996596984382975
Grupo 2,4.447136255133736
Grupo 2,3.3988898343166962
Grupo 2,3.3839389930429338
Grupo 2,5.832527783228159
Grupo 2,4.80851187422448
Grupo 2,4.839558128397873
Grupo 2,6.293292567171515
Grupo 2,3.647809029491908
Grupo 2,4.12318669656221
Grupo 2,4.538144228982469
Grupo 2,5.113221907180489
Grupo 2,4.9493942584513055
Grupo 2,4.655735369132111
Grupo 2,4.926048317485223
Grupo 2,4.87123366845059
Grupo 2,4.136474733737849
Grupo 2,4.024408413735108
Grupo 2,5.3294196292687275
Grupo 2,3.9309019004053667
Grupo 2,3.611173688970976
Grupo 2,4.625249298649168
Grupo 2,4.810799580603421
Grupo 2,7.708068196757852
Grupo 2,4.1543596689725195
Grupo 2,6.131912869963394
Grupo 2,5.896626001045558
Grupo 2,3.5732660537555168
Grupo 2,5.927903572883119
Grupo 2,3.5793432317680187
Grupo 2,1.808993314403911
Grupo 2,5.727583429231257
Grupo 2,2.892931299874737
Grupo 2,5.541121354167098
Grupo 2,4.17918692271534
Grupo 2,6.991460955427846
Grupo 2,6.282211279179211
Grupo 2,4.4559370353783345
Grupo 2,4.174594866765581
Grupo 2,3.5431071162870555
Grupo 2,4.47089284124889
Grupo 2,4.663573405778589
Grupo 2,4.5623677467299775
Grupo 2,5.188044626326837
Grupo 2,5.694225797274654
Grupo 2,5.419585348391808
Grupo 2,4.083027291312268
Grupo 2,3.274650231438106
Grupo 2,6.637438217722965
Grupo 2,4.172660978540075
Grupo 2,4.2172476800779775
Grupo 2,4.374572825238667
Grupo 2,2.7883165398120218
Grupo 2,4.426431195151416
Grupo 2,4.424413023190462
Grupo 2,5.744429958012215
Grupo 2,5.838148578928803
Grupo 2,5.004525066903523
Grupo 2,6.118218048937164
Grupo 2,5.407957980561514
Grupo 2,4.981181466076935
Grupo 2,5.1931138019578675
Grupo 2,4.771215807702321
Grupo 2,4.52618058315986
Grupo 2,4.67871975572724
Grupo 2,3.6463864022359918
Grupo 2,5.336530046379555
Grupo 2,3.8082516668845035
Grupo 2,6.009957516888363
Grupo 2,4.700649703806861
Grupo 2,5.0593939779801085
Grupo 2,5.592604131537148
Grupo 2,5.771977358075514
Grupo 2,3.1152519096398565
Grupo 2,4.751715588603234
Grupo 2,6.056214694496939
Grupo 2,2.9622730166812947
Grupo 2,5.464736570474076
Grupo 2,2.2933229247173728
Grupo 2,3.7729917876372756
Grupo 2,5.046356662208225
Grupo 2,3.0119418772136557
Grupo 2,3.8173871147790193
Grupo 2,3.233797991043696
Grupo 2,6.977761918649072
Grupo 2,5.197073306584801
Grupo 2,5.680748333423203
Grupo 2,4.732789879381815
Grupo 2,4.575881901491361
Grupo 2,3.060230973618761
Grupo 2,4.649795164702565
Grupo 2,4.086209345826052
Grupo 2,6.029508709150804
Grupo 2,6.3693222399890885
Grupo 2,6.759894458689013
Grupo 2,6.023062327353478
Grupo 2,4.281615275692417
Grupo 2,3.6609236168475268
Grupo 2,5.919995817974103
Grupo 2,5.427551380966746
Grupo 2,2.877753859187563
Grupo 2,5.426578151292523
Grupo 2,5.977423786985439
Grupo 2,5.070710707017956
Grupo 2,4.77793559478879
Grupo 2,4.030821814860373
Grupo 2,3.2641583605239344
Grupo 2,5.960357539208033
Grupo 2,4.629062666273949
Grupo 2,4.719840006147569
Grupo 2,7.07926542430296
Grupo 2,5.821401328231029
Grupo 2,5.444990001537322
Grupo 2,5.1704741662246825
Grupo 2,6.823993832918927
Grupo 2,7.0635071688994335
Grupo 2,6.1154061337754335
Grupo 2,5.698669509677509
Grupo 2,2.4864763145526263
Grupo 2,5.1484662970802075
Grupo 2,4.843871654967555
Grupo 2,5.112743875262683
Grupo 2,6.131655304787021
Grupo 2,1.7123873993725325
Grupo 2,4.316825535835778
Grupo 2,5.323885225928914
Grupo 2,4.439785344736685
Grupo 2,3.2997126642484886
Grupo 2,6.042756184276154
Grupo 2,5.332246287015353
Grupo 2,3.8346745154666184
Grupo 2,5.377780645418989
Grupo 2,5.985902854459755
Grupo 2,5.006351175559233
Grupo 2,5.960677764117196
Grupo 2,5.093912210193993
Grupo 2,4.525725220814775
Grupo 2,3.6086953803201043
Grupo 2,4.8968830796340646
Grupo 2,5.233151525654926
Grupo 2,6.050999313904797
Grupo 2,4.861871037815328
Grupo 2,5.548898727465189
Grupo 2,3.842465583519526
Grupo 2,4.06084501300697
Grupo 2,4.867532841167734
Grupo 2,3.7344458432179835
Grupo 2,5.984297404789618
Grupo 2,5.555756395182328
Grupo 2,5.334914917270944
Grupo 2,5.406684950259134
Grupo 2,7.425252273781757
Grupo 2,4.4373629744398455
Grupo 2,2.3582704573993305
Grupo 2,5.239160236275758
Grupo 2,4.939275750846001
Grupo 2,4.378977148987516
Grupo 2,3.8254041687694764
Grupo 2,4.472972573837422
Grupo 2,5.217606115061385
Grupo 2,4.396619959228954
Grupo 2,7.894944415452498
Grupo 2,3.8473947420402226
Grupo 2,4.048259164750794
Grupo 2,2.253655951982566
Grupo 2,5.301781298025844
Grupo 2,2.580312046640288
Grupo 2,4.352654439950598
Grupo 2,4.669195358527332
Grupo 2,4.148326440983734
Grupo 2,7.086647212945413
Grupo 2,6.193273269578599
Grupo 2,6.582964251561891
Grupo 2,3.9410974177400977
Grupo 2,6.354312877417482
Grupo 2,5.595201135612754
Grupo 2,5.925687138412215
Grupo 2,6.235326594539321
Grupo 2,3.9094841048491364
Grupo 2,4.490818854826518
Grupo 2,6.035115213594141
Grupo 2,1.8132570884300807
Grupo 2,6.815993699087846
Grupo 2,5.6637584770491
Grupo 2,4.945155247207718
Grupo 2,5.264609186908608
Grupo 2,3.764077660029228
Grupo 2,4.580067962493074
Grupo 2,6.320341205864448
Grupo 2,6.557626366791466
Grupo 2,8.235468863076296
Grupo 2,4.911290400463502
Grupo 2,4.209736439833995
Grupo 2,4.382919240872013
Grupo 2,3.7783497496551623
Grupo 2,4.906574292870979
Grupo 2,5.459278916014722
Grupo 2,4.958909263361655
Grupo 2,6.3156162147989585
Grupo 2,4.718941038386556
Grupo 2,4.583059217001724
Grupo 2,4.30247782776761
Grupo 2,3.040838568518606
Grupo 2,3.1186787308298554
Grupo 2,3.5850104832347744
Grupo 2,6.561713685997713
Grupo 2,6.074312327467916
Grupo 2,6.6499568796715876
Grupo 2,3.401346014486598
Grupo 2,2.637650372256776
Grupo 2,4.2079324158391005
Grupo 2,5.210982743955234
Grupo 2,5.598428329891793
Grupo 2,6.257566587161663
Grupo 2,5.341135604968658
Grupo 2,7.091202536786757
Grupo 2,4.732873182862015
Grupo 2,3.9043049383498447
Grupo 2,2.98253814140668
Grupo 2,3.93323437028546
Grupo 2,5.290541553182147
Grupo 2,3.933535691175643
Grupo 2,6.124090956242308
Grupo 2,6.694793247244932
Grupo 2,2.1564957137280767
Grupo 2,6.036862760597177
Grupo 2,2.312475129605916
Grupo 2,5.481798866108345
Grupo 2,6.469844677032391
Grupo 2,5.077827327612291
Grupo 2,3.464372992154913
Grupo 2,4.297482554866673
Grupo 2,4.686025465146919
Grupo 2,4.7813062594520686
Grupo 2,4.756523791079999
Grupo 2,4.8681406648288235
Grupo 2,5.256176058692203
Grupo 2,3.5497116155201347
Grupo 2,4.709576204155737
Grupo 2,6.821913404426846
Grupo 2,4.538425492228979
Grupo 2,4.467396688213762
Grupo 2,6.293836764457085
Grupo 2,1.9289784003870842
Grupo 2,6.4176543215459425
Grupo 2,4.2417154903937995
Grupo 2,5.196714286943104
Grupo 2,5.115585627105436
Grupo 2,6.130961743064472
Grupo 2,4.678886304517583
Grupo 2,4.18636906212266
Grupo 2,6.557414948781318
Grupo 2,2.162991419430584
Grupo 2,5.024401018046292
Grupo 2,3.3824894928450555
Grupo 2,4.086111934092129
Grupo 2,7.413508017755764
Grupo 2,4.946485488252971
Grupo 2,5.234083636581658
Grupo 2,2.8621245731532903
Grupo 2,4.125146409446365
Grupo 2,5.235868880874542
Grupo 2,5.425709231735862
Grupo 2,5.740263865271935
Grupo 2,5.0103534787010915
Grupo 2,5.632405050145591
Grupo 2,5.544538295162821
Grupo 2,2.8043115067945625
Grupo 2,5.04440686629218
Grupo 2,5.921482889279244
Grupo 2,5.707855784881423
Grupo 2,4.5633694280350525
Grupo 2,4.033248190952759
Grupo 2,3.6580256908140414
Grupo 2,4.842735186150305
Grupo 2,6.359695855471666
Grupo 2,2.6578350782220777
Grupo 2,4.208129924324602
Grupo 2,3.632237053487871
Grupo 2,5.9419490254886
Grupo 2,4.334828448114439
Grupo 2,4.435234810214251
Grupo 2,4.739660516076022
Grupo 2,5.534471901073757
Grupo 2,4.529133202220436
Grupo 2,1.3446283342400882
Grupo 2,5.651974269665024
Grupo 2,5.526851549206451
Grupo 2,4.736550766002544
Grupo 2,3.6991560551936784
Grupo 2,5.42213613281763
Grupo 2,5.455082640242704
Grupo 2,4.43596054075895
Grupo 2,4.739922235309353
Grupo 2,3.8838121969708146
Grupo 2,4.785693089495205
Grupo 3,2.9844418513914746
Grupo 3,5.542514467341386
Grupo 3,3.772320961928418
Grupo 3,5.309534092182005
Grupo 3,3.172248208851731
Grupo 3,4.232925060369598
Grupo 3,4.8563637734142935
Grupo 3,2.8410902445699575
Grupo 3,5.14969223508212
Grupo 3,4.5071081682561
Grupo 3,2.7349369428480004
Grupo 3,3.30578441965399
Grupo 3,5.786656109306817
Grupo 3,6.164222781216721
Grupo 3,4.828518768286043
Grupo 3,5.526190355652647
Grupo 3,5.290996632306784
Grupo 3,5.42850987676606
Grupo 3,6.671779209204381
Grupo 3,3.0409020823214465
Grupo 3,5.87939895207011
Grupo 3,4.503388357748833
Grupo 3,4.708463385472868
Grupo 3,4.607075350408409
Grupo 3,4.512308748340331
Grupo 3,3.405944950682075
Grupo 3,5.238340959034882
Grupo 3,7.172225942625515
Grupo 3,4.927027073416616
Grupo 3,4.998199444444375
Grupo 3,4.106511251696338
Grupo 3,4.847283089656455
Grupo 3,5.60601635384424
Grupo 3,4.518684827084354
Grupo 3,4.410054746632398
Grupo 3,5.524243902212221
Grupo 3,3.806593799235241
Grupo 3,5.3282456151999344
Grupo 3,6.066418336439848
Grupo 3,6.76793310418333
Grupo 3,4.882503390539969
Grupo 3,6.777876411748728
Grupo 3,6.344732852425974
Grupo 3,3.704923567517614
Grupo 3,3.4166799349289034
Grupo 3,4.603547270789253
Grupo 3,6.33761614037331
Grupo 3,4.906026890171994
Grupo 3,4.219145175044875
Grupo 3,7.017916134063129
Grupo 3,5.37297583440435
Grupo 3,1.9832274414720357
Grupo 3,5.412308814180496
Grupo 3,5.676052798942128
Grupo 3,5.293291250812435
Grupo 3,5.584625730301591
Grupo 3,4.9125417084001235
Grupo 3,3.2860853694618455
Grupo 3,4.518084795813411
Grupo 3,3.770699465776821
Grupo 3,3.787436815967309
Grupo 3,3.358011146167042
Grupo 3,5.5882358204315405
Grupo 3,5.127264989036415
Grupo 3,4.4173850285150795
Grupo 3,4.155860693950496
Grupo 3,4.9695499634721125
Grupo 3,6.402953146546236
Grupo 3,2.3945195698514103
Grupo 3,5.4899394771061605
Grupo 3,4.290574433776883
Grupo 3,2.550038401526718
Grupo 3,2.4705859918868533
Grupo 3,3.8133814576241205
Grupo 3,5.285362422530959
Grupo 3,5.510981814174119
Grupo 3,3.779323955518879
Grupo 3,6.322127288837218
Grupo 3,6.849878545470938
Grupo 3,5.514912560443529
Grupo 3,4.231176531849456
Grupo 3,6.461744939863479
Grupo 3,5.9820144043623396
Grupo 3,6.127629634761393
Grupo 3,4.146597222537009
Grupo 3,1.3150791431428868
Grupo 3,7.751828327928778
Grupo 3,2.905858075515086
Grupo 3,4.953501506581713
Grupo 3,8.094968956585674
Grupo 3,5.429749783156686
Grupo 3,6.234020415625706
Grupo 3,3.046884459803773
Grupo 3,2.6890329588461817
Grupo 3,4.307486370426579
Grupo 3,6.41797465476485
Grupo 3,4.549875718058497
Grupo 3,3.9669727826070513
Grupo 3,5.2573574769284575
Grupo 3,6.406515784020445
Grupo 3,3.121577741204617
Grupo 3,3.4262941076396425
Grupo 3,3.974729969137824
Grupo 3,6.423029887125718
Grupo 3,5.305267983733351
Grupo 3,7.7717994337415774
Grupo 3,6.217379443580451
Grupo 3,4.954376270069429
Grupo 3,6.644601189515396
Grupo 3,5.274946116551441
Grupo 3,4.083602241740322
Grupo 3,5.883967297518633
Grupo 3,4.094775349980592
Grupo 3,4.622483768954973
Grupo 3,6.726117504745378
Grupo 3,4.868334067917381
Grupo 3,3.955916196455883
Grupo 3,4.396361001133861
Grupo 3,6.328327761265275
Grupo 3,4.281697124558252
Grupo 3,4.4970678990941595
Grupo 3,4.336619438476283
Grupo 3,5.239103142642403
Grupo 3,4.498863311511709
Grupo 3,2.917613136335702
Grupo 3,3.8466647756014476
Grupo 3,3.7873742460416304
Grupo 3,6.616315199791702
Grupo 3,6.056476254741755
Grupo 3,5.763437193219774
Grupo 3,4.343034187556267
Grupo 3,3.939470995407837
Grupo 3,4.340227117845436
Grupo 3,3.6325558666828237
Grupo 3,8.24636050906311
Grupo 3,2.0810818571171774
Grupo 3,5.733211095595951
Grupo 3,3.3300820126097146
Grupo 3,4.8643534610569
Grupo 3,3.7155974747581455
Grupo 3,3.46908234877258
Grupo 3,3.51774480878455
Grupo 3,7.281481999864676
Grupo 3,4.827115050997531
Grupo 3,4.004587147178488
Grupo 3,5.722523053307735
Grupo 3,5.013454108936189
Grupo 3,5.936043887144149
Grupo 3,2.628466347280821
Grupo 3,5.394685075800602
Grupo 3,6.004503288233096
Grupo 3,2.8399222215510673
Grupo 3,5.582653869750306
Grupo 3,7.205036044676609
Grupo 3,4.980684985638886
Grupo 3,6.067827718132254
Grupo 3,5.871741585404183
Grupo 3,4.08024259323625
Grupo 3,5.051696754962443
Grupo 3,2.962906875879917
Grupo 3,4.413306051766716
Grupo 3,5.345394367456107
Grupo 3,5.9400306418591375
Grupo 3,5.031995762822285
Grupo 3,5.935978849186115
Grupo 3,3.566221923158019
Grupo 3,4.867793543078667
Grupo 3,5.025063199867001
Grupo 3,7.404468620683527
Grupo 3,4.721583346939891
Grupo 3,4.351278370607562
Grupo 3,5.0277565909966135
Grupo 3,3.805152521669073
Grupo 3,5.250580003784781
Grupo 3,4.525428218489865
Grupo 3,2.671274187546461
Grupo 3,4.923837483525981
Grupo 3,4.587193977890741
Grupo 3,2.8778497073116216
Grupo 3,4.912725599001122
Grupo 3,6.936162750696824
Grupo 3,5.677694872758428
Grupo 3,5.795505350550505
Grupo 3,3.2560542567420443
Grupo 3,5.619967879598889
Grupo 3,5.192984455794101
Grupo 3,5.687758809834762
Grupo 3,5.549417208221473
Grupo 3,3.232285056845042
Grupo 3,4.946178944974642
Grupo 3,4.014767881447284
Grupo 3,4.934890677429731
Grupo 3,3.8333787950276204
Grupo 3,6.706211477283295
Grupo 3,3.8833358950223547
Grupo 3,3.831375196594803
Grupo 3,5.09696232850662
Grupo 3,3.599771209774807
Grupo 3,4.4479377068372745
Grupo 3,3.9210460232006494
Grupo 3,6.834523683056496
Grupo 3,6.021544974880524
Grupo 3,4.925289625994987
Grupo 3,4.491417832173779
Grupo 3,6.223192898947648
Grupo 3,5.526765304419754
Grupo 3,5.6474681260877135
Grupo 3,4.965950091452474
Grupo 3,2.805300963897138
Grupo 3,4.853794222672581
Grupo 3,4.3077631050282115
Grupo 3,5.83857185549784
Grupo 3,6.315395162892446
Grupo 3,4.144663641810481
Grupo 3,5.608900804560167
Grupo 3,7.2566426969914275
Grupo 3,4.131973463258273
Grupo 3,7.186498262095079
Grupo 3,3.891638398678159
Grupo 3,5.029847682290337
Grupo 3,4.985510704605606
Grupo 3,5.014948569831081
Grupo 3,3.911018545519671
Grupo 3,4.2314619651062415
Grupo 3,4.131963627732781
Grupo 3,5.425051374025795
Grupo 3,5.429045648863405
Grupo 3,7.893727631259736
Grupo 3,6.782285708178458
Grupo 3,4.337203785219977
Grupo 3,5.4223305005350415
Grupo 3,6.296253375029288
Grupo 3,5.039782371640073
Grupo 3,4.909465948018984
Grupo 3,5.0670474256008555
Grupo 3,6.127459617450956
Grupo 3,3.8971833203531974
Grupo 3,4.576629690533774
Grupo 3,5.611563088300427
Grupo 3,5.404881193020402
Grupo 3,5.311457587813309
Grupo 3,4.519258483805055
Grupo 3,6.264296525885298
Grupo 3,7.774028721365898
Grupo 3,5.5283401417790685
Grupo 3,4.748870287985208
Grupo 3,5.982462375562905
Grupo 3,4.2991275722211135
Grupo 3,4.025402551886234
Grupo 3,5.042651371897826
Grupo 3,1.6423643771390721
Grupo 3,3.4998645272523876
Grupo 3,4.5476495873029
Grupo 3,3.2405944844079726
Grupo 3,3.6575639675402316
Grupo 3,4.43222716130459
Grupo 3,2.864145118410208
Grupo 3,4.472106664862219
Grupo 3,4.3041487861073024
Grupo 3,5.033026770900521
Grupo 3,6.500439239642225
Grupo 3,5.224255741440726
Grupo 3,5.027380627744683
Grupo 3,5.1292907941399255
Grupo 3,5.295610607657467
Grupo 3,3.6782397568073004
Grupo 3,4.850792077797962
Grupo 3,5.401376614387597
Grupo 3,3.218012022694021
Grupo 3,6.1253487996606095
Grupo 3,6.405788844795647
Grupo 3,4.179211215015794
Grupo 3,4.686260871110964
Grupo 3,3.858352554346905
Grupo 3,5.909194628664162
Grupo 3,3.620411026320318
Grupo 3,4.710779886684204
Grupo 3,3.883404119850027
Grupo 3,5.066240560114676
Grupo 3,2.6675019470633625
Grupo 3,6.724400135075402
Grupo 3,3.746011648531857
Grupo 3,5.077863088051159
Grupo 3,4.7237200417985985
Grupo 3,4.009251134500753
Grupo 3,3.845885822373284
Grupo 3,6.2173181066181975
Grupo 3,4.316667228967479
Grupo 3,5.352521240028504
Grupo 3,3.9580540489873126
Grupo 3,4.158664138597911
Grupo 3,5.613921295114204
Grupo 3,6.209531044944451
Grupo 3,4.7720886769748745
Grupo 3,3.151504166867432
Grupo 3,7.597342903675006
Grupo 3,3.8864858992955273
Grupo 3,2.9959363804266763
Grupo 3,8.372751964098597
Grupo 3,4.474758017993782
